Invoice ID,Purchase Date,Time,Gender,City,Payment Method,Invoice Amount
14020,2023-05-24,12:04,Male,León,Credit Card,169.62
10059,2023-01-19,15:42,Female,León,Credit Card,620.53
12785,2023-05-29,12:58,Female,Morelia,Cash,833.86
10069,2023-04-03,10:30,Female,Monterrey,PayPal,30.82
13124,2023-09-23,09:44,Female,Guanajuato,Credit Card,754.01
12851,2023-09-02,16:51,Female,Guanajuato,Credit Card,161.39
12884,2023-07-08,11:06,Female,Monterrey,Credit Card,828.2
13633,2023-06-01,18:58,Male,León,Credit Card,649.61
14945,2023-06-16,17:46,Male,Morelia,Cash,496.34
13859,2023-04-29,10:22,Male,Moroleón,Cash,128.21
10150,2023-12-30,14:53,Female,Moroleón,PayPal,779.05
12644,2023-11-24,16:28,Male,Guanajuato,Cash,767.37
13107,2023-07-31,10:00,Male,Monterrey,Cash,166.63
12740,2023-01-04,16:19,Female,León,PayPal,105.16
10149,2023-11-20,20:39,Male,Moroleón,Cash,251.93
10559,2023-10-29,11:00,Male,Moroleón,PayPal,996.73
13847,2023-07-09,12:35,Male,Moroleón,Credit Card,535.87
13520,2023-01-07,17:32,Male,Morelia,Credit Card,682.73
11517,2023-09-30,11:09,Female,León,Credit Card,483.92
13195,2023-05-10,16:55,Female,León,PayPal,211.69
10817,2023-08-03,09:15,Male,Morelia,Credit Card,932.3
11432,2023-06-05,14:48,Female,Guanajuato,Credit Card,919.35
11607,2023-09-22,14:43,Male,Morelia,Cash,236.32
12695,2023-03-13,09:59,Male,Guanajuato,PayPal,699.91
12090,2023-10-12,19:45,Female,Guanajuato,Cash,732.57
11454,2023-07-29,17:53,Male,Morelia,PayPal,190.16
13185,2023-03-31,12:21,Female,Morelia,Credit Card,779.89
12837,2023-03-23,11:12,Female,Morelia,PayPal,486.8
12278,2023-06-10,15:29,Male,León,PayPal,481.59
13189,2023-01-31,09:41,Male,León,Cash,522.58
10699,2023-08-24,09:24,Male,Moroleón,Credit Card,717.05
14661,2023-07-21,10:28,Female,Monterrey,PayPal,226.33
11658,2023-03-01,18:35,Female,Moroleón,Cash,956.1
11393,2023-05-30,09:48,Female,Moroleón,Credit Card,519.71
13146,2023-07-14,13:53,Male,Morelia,Credit Card,726.65
10571,2023-07-06,11:40,Female,Moroleón,Credit Card,513.86
13869,2023-03-12,12:20,Female,Monterrey,PayPal,435.11
11762,2023-08-17,10:33,Male,Monterrey,Credit Card,606.4
12327,2023-03-19,19:04,Male,Morelia,PayPal,442.07
13405,2023-04-12,09:18,Female,Monterrey,Cash,193.95
11000,2023-01-18,13:18,Male,Guanajuato,PayPal,446.04
11565,2023-01-19,20:02,Male,Monterrey,Cash,336.76
14457,2023-11-15,12:07,Male,Monterrey,PayPal,686.96
13576,2023-06-06,18:56,Male,Moroleón,Credit Card,901.43
10281,2023-05-16,16:03,Female,Moroleón,Cash,508.31
14106,2023-04-07,12:10,Female,Guanajuato,Credit Card,389.54
14080,2023-12-17,14:10,Female,Monterrey,Cash,526.77
12793,2023-10-06,19:14,Male,Moroleón,PayPal,248.2
11656,2023-04-19,14:28,Male,Monterrey,PayPal,162.25
11584,2023-08-03,16:29,Male,Guanajuato,PayPal,156.23
12676,2023-12-11,13:03,Male,Moroleón,PayPal,695.73
10843,2023-11-20,19:46,Female,León,Cash,657.2
11669,2023-05-10,10:49,Female,Moroleón,Credit Card,655.36
12537,2023-05-16,09:29,Male,Guanajuato,Credit Card,254.47
11631,2023-12-02,11:13,Male,Monterrey,Cash,276.12
10153,2023-07-08,11:21,Female,Moroleón,Cash,173.34
10779,2023-03-01,19:53,Female,Morelia,Credit Card,727.86
12242,2023-08-18,13:29,Male,Morelia,PayPal,379.05
11505,2023-05-31,09:47,Female,Morelia,Credit Card,493.74
11356,2023-03-30,15:53,Female,Moroleón,Cash,914.51
13468,2023-10-13,14:39,Female,Morelia,Credit Card,12.16
14503,2023-12-26,16:34,Female,Morelia,PayPal,445.49
12907,2023-06-29,18:59,Male,Guanajuato,Cash,229.69
14420,2023-09-22,09:35,Female,Monterrey,Cash,68.48
14918,2023-02-19,19:23,Female,Moroleón,PayPal,622.49
14261,2023-01-05,15:36,Female,Monterrey,Cash,238.3
10969,2023-12-05,20:02,Male,Morelia,PayPal,265.75
14411,2023-12-05,15:46,Female,León,Cash,901.29
12789,2023-10-08,09:30,Female,León,Cash,968.48
10367,2023-12-16,18:28,Male,Monterrey,PayPal,597.82
11699,2023-06-01,12:49,Male,Moroleón,PayPal,141.76
12459,2023-03-09,16:40,Female,Guanajuato,Credit Card,958.48
13368,2023-06-22,10:49,Male,Morelia,Credit Card,975.89
10854,2023-10-13,18:18,Female,León,PayPal,831.73
11686,2023-11-02,17:41,Male,Guanajuato,Cash,326.5
11641,2023-03-14,09:52,Male,Monterrey,PayPal,18.82
10492,2023-10-11,09:15,Female,Moroleón,Cash,291.84
12306,2023-11-09,17:10,Female,Monterrey,PayPal,992.05
13458,2023-09-26,20:22,Female,León,PayPal,599.47
12642,2023-08-03,11:19,Female,León,Credit Card,669.45
12911,2023-04-12,19:36,Female,León,Cash,885.29
10211,2023-01-15,16:21,Female,Morelia,Credit Card,263.14
13067,2023-09-28,13:00,Male,Guanajuato,PayPal,460.79
13549,2023-10-17,10:26,Male,León,PayPal,194.4
11993,2023-11-01,19:36,Male,Moroleón,Credit Card,524.26
11741,2023-02-07,13:07,Male,Morelia,Cash,882.64
10774,2023-08-19,18:02,Male,Guanajuato,Cash,947.01
11445,2023-08-21,13:55,Female,Guanajuato,PayPal,630.63
10451,2023-04-17,12:32,Female,Guanajuato,Credit Card,964.31
14253,2023-12-08,13:26,Male,Guanajuato,Cash,322.16
11203,2023-01-11,11:08,Female,Morelia,Credit Card,924.67
12992,2023-07-21,10:18,Male,Moroleón,Credit Card,251.86
10722,2023-11-27,16:32,Female,Guanajuato,Cash,688.31
12932,2023-02-28,11:35,Female,Guanajuato,Credit Card,898.58
10257,2023-01-05,20:27,Male,León,Cash,656.79
12002,2023-12-21,19:46,Female,León,Credit Card,297.04
12868,2023-06-28,12:10,Male,León,Credit Card,759.59
14553,2023-04-09,15:30,Female,Guanajuato,Credit Card,580.18
11846,2023-04-29,12:51,Female,León,Cash,340.15
12446,2023-09-15,19:42,Male,Monterrey,Cash,320.97
11380,2023-10-09,15:03,Male,León,Credit Card,859.7
12803,2023-08-26,17:57,Male,Morelia,PayPal,224.91
11255,2023-03-09,14:17,Female,Morelia,PayPal,719.83
14498,2023-11-21,12:37,Female,Monterrey,Credit Card,987.75
10580,2023-11-02,10:52,Female,Guanajuato,Credit Card,520.25
13299,2023-07-03,18:16,Female,Moroleón,Cash,716.74
12129,2023-11-30,16:01,Male,Monterrey,Cash,901.37
13540,2023-08-22,09:06,Male,León,Credit Card,438.81
13138,2023-03-21,13:13,Male,Moroleón,Cash,462.38
10426,2023-07-26,10:50,Male,Monterrey,Cash,281.58
10651,2023-02-15,15:10,Male,Morelia,PayPal,852.82
12527,2023-08-01,16:28,Male,Moroleón,PayPal,507.4
10301,2023-12-24,15:51,Male,Morelia,PayPal,380.33
12055,2023-06-17,19:09,Male,Monterrey,Credit Card,615.18
12964,2023-03-06,14:46,Male,Moroleón,Cash,10.83
10091,2023-08-27,14:02,Male,Morelia,Cash,248.51
14375,2023-01-12,09:26,Male,Monterrey,Cash,715.81
10756,2023-10-01,09:42,Female,Guanajuato,PayPal,907.14
10198,2023-01-28,14:57,Male,Monterrey,Credit Card,516.31
11756,2023-11-11,19:03,Female,Monterrey,Credit Card,836.46
10199,2023-09-11,09:39,Female,Moroleón,Cash,590.89
13591,2023-09-19,09:25,Male,Guanajuato,PayPal,387.12
13939,2023-06-24,09:20,Female,León,PayPal,701.97
10524,2023-08-23,16:30,Female,Moroleón,PayPal,232.78
11844,2023-01-09,14:04,Male,León,Cash,646.7
11326,2023-01-24,12:14,Female,Monterrey,Credit Card,850.87
11803,2023-10-14,11:17,Female,Monterrey,Cash,119.53
14029,2023-03-25,19:53,Male,Monterrey,Credit Card,515.36
14309,2023-08-16,12:32,Male,León,Credit Card,579.09
11138,2023-05-20,16:28,Female,Guanajuato,Credit Card,85.77
11412,2023-05-10,11:10,Female,Moroleón,PayPal,854.19
10501,2023-01-08,16:49,Male,Monterrey,Credit Card,643.22
10670,2023-08-03,16:21,Female,Moroleón,Cash,496.62
11444,2023-05-19,12:24,Female,León,PayPal,263.11
10853,2023-03-16,16:16,Male,Morelia,Credit Card,551.41
14477,2023-06-19,10:24,Female,Moroleón,PayPal,255.87
13394,2023-11-29,11:14,Female,Monterrey,Credit Card,420.19
10369,2023-01-03,12:34,Female,Monterrey,Cash,889.46
12590,2023-03-15,13:44,Male,Guanajuato,Cash,451.91
13085,2023-01-28,14:43,Male,Guanajuato,PayPal,993.01
11715,2023-11-27,10:29,Male,Monterrey,Cash,67.61
13449,2023-04-06,11:07,Female,Monterrey,Cash,917.1
10813,2023-12-09,11:10,Male,Guanajuato,Cash,430.3
13851,2023-12-20,16:32,Female,Moroleón,PayPal,467.46
11435,2023-09-05,17:02,Female,Morelia,Credit Card,624.27
13033,2023-05-31,13:00,Female,Morelia,Credit Card,330.44
10519,2023-02-27,18:01,Male,Moroleón,Credit Card,732.78
12929,2023-11-06,17:29,Female,Moroleón,Cash,479.74
10691,2023-12-26,15:42,Male,Moroleón,Credit Card,285.66
11154,2023-05-05,20:06,Male,León,PayPal,917.63
11466,2023-11-23,15:49,Female,Moroleón,PayPal,259.45
12677,2023-04-03,17:40,Female,Morelia,Credit Card,532.47
13537,2023-10-06,19:57,Female,Monterrey,Credit Card,545.43
14717,2023-12-15,14:34,Male,Moroleón,Cash,711.8
13349,2023-06-05,11:23,Male,León,Cash,872.09
14248,2023-01-11,12:55,Male,Monterrey,PayPal,783.29
13078,2023-06-19,09:28,Male,León,Cash,757.92
13587,2023-06-17,14:34,Male,León,Credit Card,881.77
11750,2023-03-04,14:18,Male,Guanajuato,Cash,843.03
13894,2023-02-24,19:24,Male,Monterrey,Credit Card,210.17
12960,2023-02-01,12:09,Female,Monterrey,PayPal,257.07
12768,2023-10-17,10:20,Male,Morelia,Cash,673.71
10560,2023-09-23,17:52,Male,Moroleón,PayPal,491.75
14295,2023-05-25,10:02,Male,Morelia,Credit Card,159.09
14160,2023-02-26,20:47,Female,Morelia,PayPal,511.38
13197,2023-01-11,11:53,Female,Guanajuato,Cash,584.25
11982,2023-11-10,15:44,Male,Monterrey,Cash,430.68
14701,2023-09-27,17:34,Female,Guanajuato,Cash,282.09
12196,2023-04-29,17:02,Female,Monterrey,Credit Card,954.92
13407,2023-03-31,12:06,Female,León,Credit Card,417.68
10902,2023-05-18,15:20,Male,León,PayPal,611.59
11869,2023-02-05,11:19,Female,León,Credit Card,632.06
14587,2023-02-16,14:19,Male,Morelia,Cash,974.44
10385,2023-03-08,13:04,Female,Monterrey,Credit Card,713.42
10360,2023-02-07,13:34,Male,Morelia,Cash,854.72
14750,2023-01-23,16:49,Female,Guanajuato,Credit Card,886.25
11772,2023-06-22,10:03,Male,Monterrey,Credit Card,858.87
13218,2023-09-11,09:23,Female,León,Cash,97.52
12820,2023-12-21,19:42,Male,Morelia,PayPal,344.89
12860,2023-04-03,12:12,Female,León,Cash,219.34
13929,2023-11-20,10:57,Male,Moroleón,PayPal,95.39
10054,2023-02-16,12:26,Male,Moroleón,Cash,107.19
10179,2023-04-15,19:32,Male,León,PayPal,899.66
13580,2023-12-23,20:45,Male,Moroleón,PayPal,715.08
11903,2023-06-25,14:02,Female,Monterrey,Cash,110.85
12221,2023-11-24,18:56,Male,Monterrey,Cash,261.13
13477,2023-12-29,16:14,Male,Monterrey,PayPal,141.5
12011,2023-02-05,20:18,Female,Moroleón,Credit Card,704.24
10665,2023-11-18,16:46,Male,León,Cash,505.43
10914,2023-01-26,15:13,Female,Guanajuato,Credit Card,969.02
14695,2023-03-19,13:54,Female,Guanajuato,Cash,363.96
13616,2023-01-21,20:09,Male,Guanajuato,PayPal,766.39
11101,2023-11-26,11:11,Female,Monterrey,Cash,288.8
10756,2023-02-16,18:18,Female,Monterrey,PayPal,956.91
11724,2023-09-06,20:14,Male,Guanajuato,Cash,853.31
14160,2023-11-10,13:53,Female,Morelia,Cash,974.81
14514,2023-06-29,15:02,Female,Morelia,PayPal,925.95
11502,2023-05-01,14:22,Female,Guanajuato,PayPal,819.44
12203,2023-06-30,18:55,Female,Morelia,Cash,742.11
13218,2023-08-13,20:03,Female,Monterrey,PayPal,59.74
12583,2023-11-08,16:39,Female,León,Credit Card,524.03
13283,2023-05-15,16:51,Male,Guanajuato,Credit Card,758.82
10917,2023-10-27,19:17,Male,Morelia,Cash,147.57
12210,2023-03-14,12:19,Female,León,Cash,643.58
14480,2023-07-18,15:36,Female,León,Credit Card,324.47
12947,2023-12-08,20:33,Male,Guanajuato,Credit Card,98.75
14016,2023-02-23,13:12,Male,Morelia,Credit Card,799.99
10689,2023-02-19,18:10,Female,Guanajuato,PayPal,332.97
10572,2023-12-08,14:04,Female,Monterrey,Cash,637.82
10610,2023-09-10,12:11,Male,Monterrey,PayPal,650.84
11804,2023-04-28,13:19,Male,Moroleón,Cash,34.18
14931,2023-10-30,12:44,Male,León,Credit Card,816.04
14431,2023-05-18,12:12,Female,Guanajuato,Credit Card,956.97
11024,2023-12-13,12:48,Male,Guanajuato,Credit Card,169.78
13960,2023-01-03,13:26,Male,Monterrey,Credit Card,674.46
11426,2023-05-06,12:39,Female,Moroleón,Credit Card,335.27
11373,2023-11-22,20:42,Male,Guanajuato,Credit Card,71.45
11080,2023-01-22,11:11,Female,Morelia,PayPal,848.17
12677,2023-01-31,11:09,Female,Morelia,Cash,59.11
12703,2023-11-14,16:59,Female,Guanajuato,Cash,200.58
11412,2023-08-13,19:42,Male,Monterrey,PayPal,791.49
11807,2023-12-19,14:30,Female,Morelia,Cash,103.04
14848,2023-03-22,09:07,Female,Morelia,Cash,586.93
10591,2023-10-04,13:11,Female,Monterrey,Credit Card,692.89
14492,2023-05-26,12:26,Male,Monterrey,Credit Card,646.4
10294,2023-11-18,19:40,Male,Monterrey,Credit Card,351.11
13489,2023-10-26,13:52,Female,Morelia,PayPal,505.61
11176,2023-04-28,16:42,Female,Guanajuato,Cash,904.25
13048,2023-06-28,15:31,Male,Moroleón,Credit Card,166.23
10251,2023-10-12,14:34,Male,Guanajuato,PayPal,442.67
14585,2023-07-14,09:25,Male,Guanajuato,PayPal,354.1
12916,2023-08-29,09:50,Female,Guanajuato,Credit Card,971.78
14153,2023-04-08,18:42,Male,Guanajuato,Credit Card,211.96
11604,2023-08-19,17:59,Female,Morelia,Cash,642.72
12129,2023-03-26,10:12,Female,Monterrey,Cash,781.9
10611,2023-03-31,12:33,Male,Monterrey,Cash,661.95
12009,2023-07-08,16:00,Female,Monterrey,Credit Card,688.31
12222,2023-03-13,10:37,Male,León,PayPal,912.17
10125,2023-04-24,13:18,Female,Morelia,PayPal,991.11
10131,2023-05-24,13:24,Male,Morelia,PayPal,255.39
12848,2023-07-12,12:55,Male,Guanajuato,Credit Card,37.45
13676,2023-01-10,09:10,Female,León,PayPal,161.02
11744,2023-06-21,16:34,Male,Moroleón,Cash,80.7
14794,2023-01-31,20:11,Male,León,Credit Card,217.27
14089,2023-12-12,20:01,Male,Morelia,Credit Card,721.01
10418,2023-07-02,15:40,Male,Moroleón,Cash,638.83
13342,2023-06-21,11:47,Female,Guanajuato,Cash,477.47
10003,2023-10-14,19:00,Male,Morelia,Cash,629.42
12491,2023-06-21,20:02,Male,Moroleón,PayPal,321.25
11588,2023-04-19,20:35,Female,Guanajuato,Credit Card,935.8
14223,2023-04-05,16:01,Female,Guanajuato,Credit Card,962.72
12232,2023-07-13,18:00,Male,León,Cash,680.99
14613,2023-02-13,18:06,Male,Monterrey,Credit Card,968.88
13296,2023-03-03,13:10,Female,Moroleón,Cash,930.88
11264,2023-01-13,17:31,Female,Monterrey,Credit Card,374.92
14749,2023-11-27,20:23,Male,León,PayPal,725.66
14784,2023-06-16,12:41,Female,Monterrey,PayPal,199.23
11390,2023-06-02,20:23,Male,Moroleón,Cash,468.17
14820,2023-07-13,20:33,Male,Monterrey,PayPal,592.59
12030,2023-03-12,10:18,Female,Morelia,Credit Card,214.11
12957,2023-03-17,19:36,Male,León,Credit Card,170.33
13914,2023-02-19,18:17,Male,Monterrey,PayPal,373.87
14767,2023-09-29,16:44,Female,Guanajuato,PayPal,281.15
14566,2023-01-31,17:41,Female,Morelia,PayPal,495.0
13178,2023-05-25,11:59,Female,León,Credit Card,881.72
11706,2023-05-11,16:39,Female,Guanajuato,Cash,864.95
12357,2023-03-28,17:54,Male,Guanajuato,Credit Card,299.45
12075,2023-09-18,18:22,Male,Monterrey,Cash,763.91
10373,2023-05-22,18:23,Male,Moroleón,PayPal,826.43
11138,2023-08-09,19:03,Female,Moroleón,Credit Card,162.81
13111,2023-07-21,11:20,Female,León,Credit Card,652.28
12974,2023-10-31,11:21,Female,Morelia,Credit Card,212.49
14663,2023-11-22,14:41,Male,Monterrey,PayPal,150.48
14780,2023-09-01,12:21,Female,Moroleón,PayPal,52.27
12095,2023-05-22,13:59,Female,León,Cash,532.3
14899,2023-07-02,11:21,Male,Morelia,PayPal,988.22
11925,2023-05-22,18:02,Female,Morelia,PayPal,471.61
11933,2023-07-17,15:12,Female,Morelia,Cash,676.19
14692,2023-11-14,19:49,Female,Monterrey,PayPal,964.67
14497,2023-05-09,12:43,Male,Morelia,Cash,572.96
14391,2023-08-21,10:05,Female,Moroleón,Cash,487.35
12272,2023-03-21,17:33,Male,Guanajuato,PayPal,665.72
13775,2023-08-30,11:23,Female,Morelia,PayPal,260.06
11536,2023-01-13,15:48,Male,Morelia,Cash,243.37
10831,2023-05-31,18:05,Female,Guanajuato,PayPal,335.85
13660,2023-06-17,19:13,Female,Guanajuato,Cash,854.83
13338,2023-02-02,20:43,Male,Monterrey,Cash,895.07
11527,2023-01-09,10:44,Female,Moroleón,Credit Card,201.72
11818,2023-07-02,09:41,Female,Monterrey,PayPal,311.53
11863,2023-04-05,14:43,Female,Moroleón,PayPal,924.34
10331,2023-02-27,18:52,Female,Guanajuato,PayPal,863.26
14926,2023-01-01,19:01,Male,Moroleón,PayPal,760.59
13031,2023-04-04,17:02,Male,Morelia,Credit Card,331.2
10712,2023-02-08,09:21,Male,Monterrey,Credit Card,683.46
12720,2023-07-06,09:41,Female,Monterrey,Credit Card,830.55
11180,2023-05-08,14:48,Female,Morelia,Credit Card,743.47
12731,2023-01-31,09:57,Male,Morelia,Cash,99.21
12533,2023-08-07,16:51,Male,Moroleón,Credit Card,741.46
12045,2023-03-09,13:14,Female,Guanajuato,PayPal,440.93
13623,2023-12-23,10:38,Female,Moroleón,Cash,645.34
11400,2023-02-25,14:36,Male,León,PayPal,282.34
12035,2023-09-12,11:41,Male,Monterrey,Cash,153.47
11193,2023-12-20,17:49,Male,Monterrey,Cash,297.54
11026,2023-09-28,20:20,Female,Moroleón,Cash,565.27
10878,2023-06-02,10:14,Male,Guanajuato,Cash,604.87
10676,2023-03-02,13:10,Female,Monterrey,Credit Card,21.05
12121,2023-04-04,20:13,Male,León,PayPal,790.04
13782,2023-12-17,11:17,Female,Monterrey,PayPal,503.09
12271,2023-01-02,20:18,Female,Guanajuato,Cash,355.49
10784,2023-08-12,20:57,Female,Morelia,Credit Card,980.85
14728,2023-11-02,20:21,Female,Moroleón,Cash,805.62
13119,2023-03-16,16:35,Female,Guanajuato,PayPal,918.82
10765,2023-10-10,13:13,Male,Moroleón,Cash,520.48
14431,2023-09-09,19:06,Male,Morelia,Cash,848.28
13440,2023-04-13,20:59,Female,Guanajuato,Cash,893.87
12443,2023-11-06,14:59,Male,Monterrey,PayPal,743.44
10542,2023-01-03,15:34,Female,Moroleón,Cash,451.36
14823,2023-05-26,15:22,Male,Morelia,Cash,884.46
12585,2023-05-14,19:55,Female,Guanajuato,Credit Card,421.06
12450,2023-08-16,13:19,Male,Guanajuato,PayPal,114.55
11550,2023-10-28,18:21,Female,Morelia,PayPal,484.8
12296,2023-06-11,10:33,Female,Moroleón,PayPal,741.08
13826,2023-06-29,10:35,Male,Moroleón,PayPal,145.91
11813,2023-05-24,10:18,Male,Monterrey,Credit Card,962.51
12718,2023-06-21,13:01,Female,Morelia,PayPal,743.23
14132,2023-04-29,18:47,Male,Monterrey,Credit Card,94.54
13826,2023-03-04,20:59,Female,Moroleón,Credit Card,974.74
13089,2023-03-04,16:20,Female,Moroleón,Credit Card,128.59
14333,2023-03-22,17:49,Male,Monterrey,Credit Card,750.8
11965,2023-05-22,14:56,Male,Moroleón,Cash,853.3
12585,2023-08-15,19:01,Male,Monterrey,Cash,354.29
12495,2023-10-25,12:04,Male,Morelia,Cash,873.41
10606,2023-08-22,18:05,Male,Moroleón,Credit Card,703.97
14996,2023-07-17,18:50,Male,Guanajuato,Cash,866.22
12200,2023-01-11,11:25,Male,Guanajuato,Cash,133.59
10944,2023-12-24,19:10,Female,Morelia,Credit Card,96.98
11139,2023-09-10,17:25,Male,León,PayPal,691.55
11550,2023-12-20,16:42,Female,Monterrey,Credit Card,737.31
13753,2023-12-10,09:09,Female,León,Cash,344.79
11058,2023-08-19,12:24,Male,Moroleón,PayPal,356.42
14777,2023-01-16,12:30,Female,Monterrey,Credit Card,837.92
13116,2023-04-05,12:49,Male,Guanajuato,Credit Card,969.34
14217,2023-12-24,18:54,Male,Guanajuato,Cash,607.41
10854,2023-07-16,15:27,Male,Monterrey,PayPal,772.05
13436,2023-05-03,12:20,Male,Moroleón,Credit Card,462.87
13291,2023-12-03,20:51,Female,Moroleón,Credit Card,408.09
12659,2023-09-01,20:18,Female,León,Cash,293.35
13145,2023-05-30,14:29,Female,Guanajuato,Credit Card,311.44
14264,2023-08-31,09:27,Male,Morelia,Cash,272.1
10135,2023-01-20,15:17,Female,Morelia,Cash,332.1
13768,2023-09-06,15:43,Male,León,Credit Card,313.58
11824,2023-04-22,11:13,Female,Guanajuato,Cash,812.97
13778,2023-01-31,10:16,Female,Monterrey,Credit Card,895.7
12180,2023-12-27,18:14,Male,León,Credit Card,314.32
13332,2023-02-24,19:29,Male,Guanajuato,PayPal,161.53
13819,2023-06-10,18:09,Male,Monterrey,PayPal,291.16
10168,2023-03-10,16:30,Male,Guanajuato,Cash,568.81
10473,2023-01-02,17:29,Male,Guanajuato,Cash,563.88
14268,2023-11-21,20:44,Female,Guanajuato,PayPal,374.51
14201,2023-07-12,19:14,Male,Guanajuato,PayPal,826.46
11847,2023-10-14,19:48,Male,León,PayPal,720.06
13373,2023-02-01,10:49,Female,Monterrey,PayPal,389.5
11689,2023-06-23,12:51,Male,León,Cash,716.18
14521,2023-01-09,16:24,Female,Morelia,Credit Card,432.99
13455,2023-02-06,17:39,Female,Monterrey,PayPal,366.64
14212,2023-04-08,09:50,Male,Morelia,Credit Card,973.63
12673,2023-06-07,17:24,Male,León,PayPal,309.53
13643,2023-03-05,15:55,Female,Moroleón,Cash,854.08
10015,2023-07-09,12:00,Female,Moroleón,PayPal,784.72
14988,2023-07-01,14:03,Male,Monterrey,PayPal,96.79
14456,2023-12-11,10:14,Female,Moroleón,PayPal,695.15
13529,2023-11-04,16:31,Male,Guanajuato,Cash,131.55
12451,2023-05-26,18:16,Female,Moroleón,PayPal,498.48
13207,2023-01-05,16:03,Female,Monterrey,PayPal,590.62
14956,2023-08-07,15:32,Male,León,Cash,575.66
11681,2023-05-30,15:07,Female,Guanajuato,Credit Card,947.58
12668,2023-01-16,09:54,Male,Moroleón,Cash,862.33
14031,2023-04-17,12:59,Male,Morelia,Credit Card,701.75
12328,2023-09-18,09:13,Female,León,Cash,120.82
10743,2023-09-01,13:50,Male,Monterrey,Credit Card,523.21
10948,2023-09-27,16:04,Male,Morelia,Credit Card,610.88
12982,2023-04-09,10:42,Female,Morelia,PayPal,857.81
11112,2023-11-17,16:02,Male,León,PayPal,747.01
11131,2023-11-12,12:44,Male,Morelia,PayPal,756.79
14898,2023-09-23,09:37,Female,Monterrey,Cash,452.79
10431,2023-03-18,11:34,Female,León,Credit Card,876.86
13676,2023-07-27,19:04,Male,Monterrey,Cash,98.86
11430,2023-02-26,15:55,Female,Monterrey,Credit Card,262.0
11768,2023-05-06,11:23,Male,Guanajuato,PayPal,582.1
12093,2023-01-31,12:45,Male,Moroleón,Cash,252.99
10540,2023-12-12,11:24,Male,Moroleón,Credit Card,986.3
13980,2023-01-21,17:28,Female,Morelia,Credit Card,951.31
10277,2023-06-10,13:41,Male,Guanajuato,Cash,790.69
13251,2023-11-20,16:34,Male,Moroleón,Credit Card,508.42
12332,2023-02-03,12:29,Female,Monterrey,Cash,31.14
14122,2023-01-04,15:58,Male,Morelia,Cash,202.88
11900,2023-04-30,19:41,Male,Morelia,Cash,979.9
10717,2023-05-09,17:20,Male,Morelia,Credit Card,17.91
14876,2023-12-02,19:24,Female,Morelia,PayPal,740.59
14025,2023-11-23,19:04,Male,Guanajuato,PayPal,415.72
14761,2023-08-14,16:18,Female,Guanajuato,Cash,332.06
10852,2023-07-04,14:18,Male,Monterrey,PayPal,728.17
13746,2023-04-25,17:22,Male,Moroleón,Cash,328.17
10459,2023-10-24,20:27,Male,Morelia,Cash,484.98
